model_id,model_name,vehicle_type,fuel_type,transmission,engine_cc,seating_capacity,ex_showroom_price
M2137,Honda_Model_37,Sedan,Hybrid,Manual,1799,5,1858178
M2138,Honda_Model_38,Sedan,Diesel,Manual,1993,7,4060257
M2139,Honda_Model_39,Hatchback,Hybrid,Manual,1498,7,2571648
M2140,Honda_Model_40,Hatchback,Petrol,Manual,1199,5,3159467
M2141,Honda_Model_41,Sedan,Diesel,Automatic,1199,5,3121589
M2142,Honda_Model_42,SUV,Diesel,Manual,1498,7,1338412
M2143,Honda_Model_43,SUV,Petrol,Manual,1498,7,946921
M2144,Honda_Model_44,SUV,Hybrid,Automatic,1993,5,1654192
M2145,Honda_Model_45,SUV,Petrol,Manual,1199,7,2475165
M2146,Honda_Model_46,Sedan,Petrol,Automatic,1993,7,4455818
M2147,Honda_Model_47,Hatchback,Hybrid,Automatic,1498,5,1988900
M2148,Honda_Model_48,SUV,Petrol,Automatic,1199,5,2102744
M2149,Honda_Model_49,Sedan,Diesel,Automatic,1498,5,2952346
M2150,Honda_Model_0,SUV,Diesel,Manual,1993,7,2445160
M2151,Honda_Model_1,SUV,Diesel,Manual,1993,7,925612
M2152,Honda_Model_2,Sedan,Petrol,Automatic,1993,7,3196699
M2153,Honda_Model_3,Hatchback,Diesel,Automatic,1199,5,3539614
M2154,Honda_Model_4,Hatchback,Diesel,Manual,1498,7,1073555
M2155,Honda_Model_5,Sedan,Diesel,Automatic,1498,5,742262
M2156,Honda_Model_6,Hatchback,Diesel,Automatic,1993,5,2778237
M2157,Honda_Model_7,Sedan,Diesel,Automatic,1993,7,3822346
M2158,Honda_Model_8,Sedan,Diesel,Manual,1993,5,4224086
M2159,Honda_Model_9,Sedan,Petrol,Automatic,1993,7,806435
M2160,Honda_Model_10,Hatchback,Diesel,Manual,1799,5,3824756
M2161,Honda_Model_11,Sedan,Diesel,Manual,1799,5,4456330
M2162,Honda_Model_12,SUV,Hybrid,Manual,1799,5,3512104
M2163,Honda_Model_13,Hatchback,Petrol,Automatic,1993,7,1389286
M2164,Honda_Model_14,Hatchback,Petrol,Automatic,1993,5,3669871
M2165,Honda_Model_15,Hatchback,Petrol,Manual,1498,7,1343606
M2166,Honda_Model_16,Hatchback,Petrol,Manual,1199,5,2784281
M2167,Honda_Model_17,SUV,Diesel,Manual,1498,5,1092278
M2168,Honda_Model_18,Hatchback,Diesel,Automatic,1799,5,3338968
M2169,Honda_Model_19,Hatchback,Hybrid,Automatic,1498,7,3845796
M2170,Honda_Model_20,Sedan,Hybrid,Manual,1993,7,3652837
M2171,Honda_Model_21,Hatchback,Petrol,Manual,1799,7,3664338
M2172,Honda_Model_22,SUV,Hybrid,Automatic,1799,7,1053082
M2173,Honda_Model_23,SUV,Hybrid,Manual,1199,7,2238971
M2174,Honda_Model_24,SUV,Petrol,Automatic,1199,5,4412145
M2175,Honda_Model_25,SUV,Petrol,Automatic,1799,5,2003511
M2176,Honda_Model_26,Hatchback,Hybrid,Manual,1799,7,1076140
M2177,Honda_Model_27,Hatchback,Diesel,Manual,1498,7,4071488
M2178,Honda_Model_28,SUV,Hybrid,Automatic,1799,7,1809897
M2179,Honda_Model_29,SUV,Hybrid,Automatic,1993,7,1235814
M2180,Honda_Model_30,Hatchback,Diesel,Automatic,1498,5,1463871
M2181,Honda_Model_31,SUV,Diesel,Automatic,1993,7,1184780
M2182,Honda_Model_32,Sedan,Petrol,Automatic,1993,7,2430645
M2183,Honda_Model_33,SUV,Petrol,Manual,1993,7,807535
M2184,Honda_Model_34,SUV,Hybrid,Automatic,1799,7,715063
M2185,Honda_Model_35,Sedan,Diesel,Automatic,1199,5,2277077
M2186,Honda_Model_36,Sedan,Petrol,Automatic,1199,5,2557805
M2187,Honda_Model_37,Hatchback,Hybrid,Manual,1993,7,1981418
M2188,Honda_Model_38,Hatchback,Diesel,Manual,1799,5,1833522
M2189,Honda_Model_39,Sedan,Hybrid,Automatic,1498,5,1313206
M2190,Honda_Model_40,Sedan,Petrol,Automatic,1993,7,1772231
M2191,Honda_Model_41,Hatchback,Petrol,Manual,1498,7,2237676
M2192,Honda_Model_42,SUV,Diesel,Manual,1498,5,2940811
M2193,Honda_Model_43,Sedan,Hybrid,Manual,1799,5,2557563
M2194,Honda_Model_44,Hatchback,Diesel,Manual,1799,5,3349511
M2195,Honda_Model_45,SUV,Petrol,Automatic,1199,5,2555247
M2196,Honda_Model_46,Sedan,Petrol,Manual,1199,5,1872017
M2197,Honda_Model_47,SUV,Hybrid,Automatic,1799,7,2107858
M2198,Honda_Model_48,Hatchback,Hybrid,Automatic,1993,5,2059871
M2199,Honda_Model_49,Sedan,Hybrid,Manual,1199,5,3323643
M2200,Honda_Model_0,SUV,Diesel,Manual,1498,5,1893283
M2201,Honda_Model_1,Sedan,Hybrid,Manual,1993,5,1932219
M2202,Honda_Model_2,SUV,Hybrid,Manual,1498,5,2405080
M2203,Honda_Model_3,Hatchback,Petrol,Automatic,1799,5,2174491
M2204,Honda_Model_4,Hatchback,Petrol,Automatic,1498,5,2102383
M2205,Honda_Model_5,Sedan,Hybrid,Automatic,1993,5,2140564
M2206,Honda_Model_6,SUV,Hybrid,Manual,1799,7,2022933
M2207,Honda_Model_7,Sedan,Petrol,Automatic,1993,7,2814096
M2208,Honda_Model_8,Sedan,Hybrid,Manual,1498,5,4436739
M2209,Honda_Model_9,SUV,Diesel,Automatic,1993,7,2996893
M2210,Honda_Model_10,SUV,Diesel,Manual,1799,7,768947
M2211,Honda_Model_11,SUV,Diesel,Automatic,1498,7,4011257
M2212,Honda_Model_12,Hatchback,Hybrid,Automatic,1498,7,4341655
M2213,Honda_Model_13,Sedan,Petrol,Manual,1199,7,2832343
M2214,Honda_Model_14,Sedan,Hybrid,Automatic,1199,7,947129
M2215,Honda_Model_15,Hatchback,Hybrid,Automatic,1993,5,4368117
M2216,Honda_Model_16,SUV,Petrol,Manual,1199,5,2000343
M2217,Honda_Model_17,Hatchback,Petrol,Manual,1199,7,772264
M2218,Honda_Model_18,Hatchback,Petrol,Manual,1199,5,888996
M2219,Honda_Model_19,Hatchback,Diesel,Manual,1199,7,4272688
M2220,Honda_Model_20,Sedan,Hybrid,Manual,1799,5,4292368
M2221,Honda_Model_21,Hatchback,Petrol,Automatic,1799,5,3278785
M2222,Honda_Model_22,Sedan,Hybrid,Manual,1199,5,3006561
M2223,Honda_Model_23,Sedan,Diesel,Automatic,1993,7,4315028
M2224,Honda_Model_24,Sedan,Diesel,Automatic,1799,5,4271830
M2225,Honda_Model_25,SUV,Petrol,Manual,1199,5,2110566
M2226,Honda_Model_26,Sedan,Petrol,Automatic,1799,7,1309251
M2227,Honda_Model_27,Sedan,Hybrid,Automatic,1498,7,2535980
M2228,Honda_Model_28,SUV,Petrol,Manual,1799,5,4207091
M2229,Honda_Model_29,Sedan,Hybrid,Automatic,1799,7,837693
M2230,Honda_Model_30,Hatchback,Petrol,Manual,1993,5,922621
M2231,Honda_Model_31,Hatchback,Hybrid,Manual,1799,5,3895466
M2232,Honda_Model_32,Sedan,Hybrid,Manual,1993,7,888766
M2233,Honda_Model_33,SUV,Hybrid,Automatic,1498,7,2589785
M2234,Honda_Model_34,Hatchback,Hybrid,Automatic,1199,5,4122402
M2235,Honda_Model_35,SUV,Diesel,Automatic,1993,7,838426
M2236,Honda_Model_36,SUV,Hybrid,Automatic,1799,5,3686479
M2237,Honda_Model_37,Hatchback,Petrol,Manual,1799,7,3016983
M2238,Honda_Model_38,SUV,Diesel,Automatic,1993,7,2921902
M2239,Honda_Model_39,Hatchback,Diesel,Manual,1498,7,3755888
M2240,Honda_Model_40,SUV,Hybrid,Automatic,1199,7,4291023
M2241,Honda_Model_41,Hatchback,Diesel,Automatic,1799,7,4490899
M2242,Honda_Model_42,Sedan,Hybrid,Automatic,1498,5,1892198
M2243,Honda_Model_43,Hatchback,Petrol,Automatic,1199,5,2005967
M2244,Honda_Model_44,Hatchback,Hybrid,Automatic,1199,5,2098916
M2245,Honda_Model_45,Hatchback,Diesel,Manual,1799,7,2071105
M2246,Honda_Model_46,Hatchback,Petrol,Automatic,1993,5,3648320
M2247,Honda_Model_47,SUV,Hybrid,Automatic,1799,5,2762645
M2248,Honda_Model_48,Sedan,Petrol,Automatic,1799,7,1516700
M2249,Honda_Model_49,Hatchback,Petrol,Automatic,1799,7,1744332
M2250,Honda_Model_0,SUV,Diesel,Manual,1498,7,1205871
M2251,Honda_Model_1,Sedan,Petrol,Automatic,1993,5,2757956
M2252,Honda_Model_2,Sedan,Diesel,Manual,1498,5,3456802
M2253,Honda_Model_3,Sedan,Petrol,Automatic,1799,7,1148250
M2254,Honda_Model_4,Sedan,Hybrid,Manual,1993,5,4096655
M2255,Honda_Model_5,Hatchback,Petrol,Manual,1199,5,3183946
M2256,Honda_Model_6,Hatchback,Hybrid,Manual,1993,7,3597016
M2257,Honda_Model_7,SUV,Hybrid,Manual,1799,5,2339922
M2258,Honda_Model_8,SUV,Petrol,Manual,1993,7,758175
M2259,Honda_Model_9,SUV,Hybrid,Automatic,1199,5,1781905
M2260,Honda_Model_10,Sedan,Petrol,Manual,1199,7,2735156
M2261,Honda_Model_11,Sedan,Petrol,Automatic,1993,5,4251272
M2262,Honda_Model_12,Hatchback,Hybrid,Manual,1199,5,1127463
M2263,Honda_Model_13,Sedan,Hybrid,Manual,1498,7,3065973
M2264,Honda_Model_14,Sedan,Diesel,Automatic,1993,7,1679314
M2265,Honda_Model_15,Sedan,Hybrid,Manual,1199,7,2847509
M2266,Honda_Model_16,SUV,Diesel,Manual,1199,7,1804388
M2267,Honda_Model_17,SUV,Hybrid,Manual,1993,5,1265904
M2268,Honda_Model_18,Hatchback,Petrol,Manual,1498,7,3251652
M2269,Honda_Model_19,Sedan,Hybrid,Automatic,1993,7,4288685
M2270,Honda_Model_20,Sedan,Petrol,Manual,1199,7,2195270
M2271,Honda_Model_21,Hatchback,Petrol,Manual,1993,7,885128
M2272,Honda_Model_22,Sedan,Petrol,Automatic,1199,7,1184699
M2273,Honda_Model_23,Sedan,Diesel,Automatic,1799,5,3104830
M2274,Honda_Model_24,SUV,Hybrid,Manual,1993,7,910128
M2275,Honda_Model_25,Hatchback,Petrol,Manual,1993,7,2337026
M2276,Honda_Model_26,Hatchback,Petrol,Automatic,1199,7,1902453
M2277,Honda_Model_27,Hatchback,Diesel,Manual,1199,5,3679564
M2278,Honda_Model_28,Hatchback,Hybrid,Automatic,1199,5,1506575
M2279,Honda_Model_29,SUV,Hybrid,Manual,1199,5,3790484
M2280,Honda_Model_30,SUV,Diesel,Automatic,1993,7,3954108
M2281,Honda_Model_31,Sedan,Diesel,Automatic,1199,7,3514985
M2282,Honda_Model_32,Sedan,Hybrid,Automatic,1993,5,2944241
M2283,Honda_Model_33,Sedan,Diesel,Manual,1498,5,2204994
M2284,Honda_Model_34,Sedan,Hybrid,Manual,1993,7,4329803
M2285,Honda_Model_35,SUV,Hybrid,Manual,1199,7,3887151
M2286,Honda_Model_36,Hatchback,Petrol,Manual,1199,7,741713
M2287,Honda_Model_37,SUV,Petrol,Automatic,1498,5,4326800
M2288,Honda_Model_38,Sedan,Hybrid,Automatic,1993,7,3395750
M2289,Honda_Model_39,SUV,Hybrid,Automatic,1498,7,3585789
M2290,Honda_Model_40,Hatchback,Hybrid,Manual,1993,5,1015410
M2291,Honda_Model_41,Hatchback,Hybrid,Manual,1199,5,3464854
M2292,Honda_Model_42,SUV,Hybrid,Manual,1993,5,3515702
M2293,Honda_Model_43,SUV,Hybrid,Automatic,1199,7,4451879
M2294,Honda_Model_44,SUV,Diesel,Manual,1199,5,1376560
M2295,Honda_Model_45,Sedan,Hybrid,Manual,1799,5,2935412
M2296,Honda_Model_46,SUV,Diesel,Automatic,1799,7,2136953
M2297,Honda_Model_47,SUV,Diesel,Automatic,1993,7,3062104
M2298,Honda_Model_48,SUV,Hybrid,Manual,1199,5,975995
M2299,Honda_Model_49,Hatchback,Hybrid,Automatic,1498,7,1174106
M2300,Honda_Model_0,Hatchback,Diesel,Manual,1199,5,4041728
M2301,Honda_Model_1,Sedan,Diesel,Automatic,1498,7,1223047
M2302,Honda_Model_2,Sedan,Hybrid,Automatic,1993,7,3205426
M2303,Honda_Model_3,Hatchback,Hybrid,Automatic,1993,5,1238908
M2304,Honda_Model_4,Hatchback,Diesel,Manual,1498,5,1670259
M2305,Honda_Model_5,Hatchback,Diesel,Manual,1498,5,1287283
M2306,Honda_Model_6,SUV,Diesel,Manual,1199,7,2238558
M2307,Honda_Model_7,SUV,Petrol,Automatic,1993,5,3358121
M2308,Honda_Model_8,Hatchback,Diesel,Automatic,1199,7,3648093
M2309,Honda_Model_9,SUV,Petrol,Automatic,1498,7,1176555
M2310,Honda_Model_10,SUV,Hybrid,Automatic,1799,5,767703
M2311,Honda_Model_11,Sedan,Hybrid,Manual,1799,7,3520192
M2312,Honda_Model_12,Hatchback,Diesel,Manual,1799,7,2733783
M2313,Honda_Model_13,Hatchback,Hybrid,Manual,1498,5,2511992
M2314,Honda_Model_14,SUV,Hybrid,Automatic,1199,7,1004280
M2315,Honda_Model_15,Hatchback,Hybrid,Automatic,1993,7,1971028
M2316,Honda_Model_16,Sedan,Hybrid,Manual,1498,5,1213795
M2317,Honda_Model_17,Sedan,Petrol,Automatic,1799,5,2628707
M2318,Honda_Model_18,Sedan,Petrol,Manual,1199,7,4196328
M2319,Honda_Model_19,Hatchback,Diesel,Automatic,1993,7,783086
M2320,Honda_Model_20,Hatchback,Diesel,Automatic,1993,7,4225401
M2321,Honda_Model_21,Hatchback,Diesel,Manual,1498,7,980398
M2322,Honda_Model_22,Hatchback,Hybrid,Manual,1498,5,3120569
M2323,Honda_Model_23,Hatchback,Hybrid,Automatic,1993,7,4298555
M2324,Honda_Model_24,Sedan,Petrol,Manual,1993,7,2914726
M2325,Honda_Model_25,SUV,Petrol,Manual,1799,7,1339135
M2326,Honda_Model_26,Sedan,Diesel,Automatic,1993,7,2902699
M2327,Honda_Model_27,Hatchback,Petrol,Automatic,1498,5,2201794
M2328,Honda_Model_28,Sedan,Petrol,Automatic,1199,7,2751763
M2329,Honda_Model_29,Hatchback,Petrol,Manual,1799,5,3334366
M2330,Honda_Model_30,Hatchback,Petrol,Automatic,1799,5,3551871
M2331,Honda_Model_31,Sedan,Petrol,Automatic,1993,5,4303208
M2332,Honda_Model_32,Hatchback,Diesel,Automatic,1199,5,1208237
M2333,Honda_Model_33,SUV,Diesel,Automatic,1799,5,1211500
M2334,Honda_Model_34,Hatchback,Petrol,Automatic,1498,7,4197399
M2335,Honda_Model_35,SUV,Diesel,Manual,1993,5,1069531
M2336,Honda_Model_36,SUV,Hybrid,Automatic,1498,5,2038283
M2337,Honda_Model_37,Hatchback,Petrol,Automatic,1993,5,3745344
M2338,Honda_Model_38,Sedan,Hybrid,Manual,1799,7,1712063
M2339,Honda_Model_39,SUV,Diesel,Automatic,1993,5,1913778
M2340,Honda_Model_40,Sedan,Diesel,Automatic,1199,7,3584509
M2341,Honda_Model_41,SUV,Hybrid,Manual,1498,5,1737711
M2342,Honda_Model_42,Hatchback,Diesel,Automatic,1199,5,1275883
M2343,Honda_Model_43,Hatchback,Petrol,Manual,1498,7,1878825
M2344,Honda_Model_44,SUV,Hybrid,Automatic,1498,7,3337761
M2345,Honda_Model_45,Hatchback,Petrol,Manual,1993,7,1916396
M2346,Honda_Model_46,SUV,Hybrid,Manual,1799,5,2026871
M2347,Honda_Model_47,Hatchback,Diesel,Automatic,1799,7,1824709
M2348,Honda_Model_48,Sedan,Hybrid,Manual,1199,7,734187
M2349,Honda_Model_49,Hatchback,Hybrid,Manual,1993,7,2840987
M2350,Honda_Model_0,Sedan,Petrol,Automatic,1799,7,4107931
M2351,Honda_Model_1,Hatchback,Diesel,Automatic,1498,7,2242620
M2352,Honda_Model_2,Sedan,Petrol,Manual,1498,5,1965365
M2353,Honda_Model_3,Hatchback,Diesel,Automatic,1993,7,3872963
M2354,Honda_Model_4,Sedan,Petrol,Manual,1199,5,3415648
M2355,Honda_Model_5,SUV,Hybrid,Manual,1993,7,767114
M2356,Honda_Model_6,SUV,Petrol,Automatic,1199,7,2449302
M2357,Honda_Model_7,Sedan,Diesel,Automatic,1993,5,3450631
M2358,Honda_Model_8,Hatchback,Diesel,Manual,1498,5,2132609
M2359,Honda_Model_9,Sedan,Hybrid,Automatic,1993,5,2354447
M2360,Honda_Model_10,Hatchback,Diesel,Automatic,1799,5,1780736
M2361,Honda_Model_11,SUV,Petrol,Manual,1799,7,3682595
M2362,Honda_Model_12,Hatchback,Hybrid,Manual,1993,5,2540285
M2363,Honda_Model_13,SUV,Diesel,Manual,1199,7,1619284
M2364,Honda_Model_14,Hatchback,Diesel,Manual,1199,7,2652109
M2365,Honda_Model_15,Hatchback,Petrol,Manual,1498,7,3842995
M2366,Honda_Model_16,Hatchback,Petrol,Manual,1498,5,2515385
M2367,Honda_Model_17,Sedan,Hybrid,Automatic,1199,5,4426918
M2368,Honda_Model_18,Sedan,Diesel,Manual,1993,5,1959846
M2369,Honda_Model_19,SUV,Petrol,Automatic,1498,7,1341137
M2370,Honda_Model_20,SUV,Hybrid,Automatic,1199,5,2894204
M2371,Honda_Model_21,Sedan,Diesel,Manual,1199,5,3449334
M2372,Honda_Model_22,SUV,Diesel,Automatic,1993,7,2960385
M2373,Honda_Model_23,Sedan,Hybrid,Manual,1799,5,3234867
M2374,Honda_Model_24,Hatchback,Hybrid,Automatic,1199,7,1387246
M2375,Honda_Model_25,SUV,Petrol,Manual,1498,5,1102016
M2376,Honda_Model_26,SUV,Diesel,Manual,1993,5,2846612
M2377,Honda_Model_27,Sedan,Diesel,Manual,1993,5,4237296
M2378,Honda_Model_28,SUV,Diesel,Manual,1993,5,2868127
M2379,Honda_Model_29,SUV,Hybrid,Automatic,1799,5,2735923
M2380,Honda_Model_30,Hatchback,Petrol,Automatic,1799,7,3717020
M2381,Honda_Model_31,SUV,Diesel,Automatic,1498,5,2289432
M2382,Honda_Model_32,Hatchback,Hybrid,Automatic,1498,5,1917740
M2383,Honda_Model_33,Sedan,Diesel,Automatic,1993,5,2335543
M2384,Honda_Model_34,SUV,Petrol,Manual,1498,5,765781
M2385,Honda_Model_35,Hatchback,Diesel,Manual,1199,5,970574
M2386,Honda_Model_36,Sedan,Petrol,Manual,1799,5,1166935
M2387,Honda_Model_37,SUV,Petrol,Manual,1993,5,1262980
M2388,Honda_Model_38,Sedan,Diesel,Manual,1993,7,1778662
M2389,Honda_Model_39,SUV,Diesel,Automatic,1199,7,929334
M2390,Honda_Model_40,Sedan,Petrol,Manual,1199,5,3990701
M2391,Honda_Model_41,Sedan,Hybrid,Manual,1199,7,3063203
M2392,Honda_Model_42,Hatchback,Petrol,Automatic,1199,5,929652
M2393,Honda_Model_43,Sedan,Diesel,Automatic,1993,7,3874332
M2394,Honda_Model_44,SUV,Diesel,Manual,1799,5,1786445
M2395,Honda_Model_45,SUV,Hybrid,Manual,1799,5,3467049
M2396,Honda_Model_46,Hatchback,Petrol,Automatic,1199,7,3575997
M2397,Honda_Model_47,SUV,Petrol,Manual,1498,5,3440701
M2398,Honda_Model_48,SUV,Petrol,Manual,1993,7,4276315
M2399,Honda_Model_49,SUV,Diesel,Manual,1799,5,1076783
M2400,Honda_Model_0,Sedan,Petrol,Automatic,1199,5,2646698
M2401,Honda_Model_1,Sedan,Hybrid,Manual,1498,5,1130037
M2402,Honda_Model_2,SUV,Diesel,Manual,1498,5,3184888
M2403,Honda_Model_3,Hatchback,Diesel,Automatic,1199,7,4113945
M2404,Honda_Model_4,Sedan,Petrol,Automatic,1993,5,3829485
M2405,Honda_Model_5,Hatchback,Hybrid,Automatic,1799,7,1940653
M2406,Honda_Model_6,SUV,Diesel,Manual,1498,7,4315041
M2407,Honda_Model_7,SUV,Diesel,Automatic,1799,5,4125973
M2408,Honda_Model_8,Sedan,Petrol,Manual,1799,5,2252844
M2409,Honda_Model_9,SUV,Petrol,Automatic,1498,7,3221794
M2410,Honda_Model_10,Sedan,Hybrid,Manual,1199,7,1319165
M2411,Honda_Model_11,SUV,Petrol,Automatic,1498,5,3066609
M2412,Honda_Model_12,SUV,Hybrid,Manual,1498,7,2694083
M2413,Honda_Model_13,Sedan,Diesel,Manual,1993,7,759668
M2414,Honda_Model_14,Sedan,Hybrid,Automatic,1799,7,1054100
M2415,Honda_Model_15,Sedan,Hybrid,Automatic,1199,5,3523762
M2416,Honda_Model_16,SUV,Hybrid,Manual,1799,7,3436527
M2417,Honda_Model_17,SUV,Diesel,Automatic,1498,7,1081595
M2418,Honda_Model_18,Hatchback,Petrol,Manual,1199,7,4462691
M2419,Honda_Model_19,Sedan,Diesel,Automatic,1199,7,791634
M2420,Honda_Model_20,SUV,Petrol,Automatic,1199,5,3756950
M2421,Honda_Model_21,SUV,Hybrid,Manual,1199,5,809119
M2422,Honda_Model_22,Sedan,Hybrid,Automatic,1993,7,2417696
M2423,Honda_Model_23,Hatchback,Hybrid,Automatic,1199,7,3131087
M2424,Honda_Model_24,Sedan,Hybrid,Manual,1498,7,2092878
M2425,Honda_Model_25,Hatchback,Hybrid,Manual,1993,5,1653487
M2426,Honda_Model_26,SUV,Petrol,Automatic,1498,5,4279253
M2427,Honda_Model_27,Hatchback,Petrol,Manual,1498,7,729715
M2428,Honda_Model_28,SUV,Hybrid,Automatic,1799,7,1653919
M2429,Honda_Model_29,Sedan,Diesel,Automatic,1199,5,918400
M2430,Honda_Model_30,Sedan,Diesel,Manual,1199,7,2249904
M2431,Honda_Model_31,Sedan,Hybrid,Manual,1498,7,4196132
M2432,Honda_Model_32,Hatchback,Petrol,Manual,1199,5,3766237
M2433,Honda_Model_33,SUV,Diesel,Manual,1993,5,1359012
M2434,Honda_Model_34,Sedan,Diesel,Manual,1799,5,4074758
M2435,Honda_Model_35,Sedan,Diesel,Manual,1199,5,4252972
M2436,Honda_Model_36,SUV,Hybrid,Automatic,1199,5,2942027
M2437,Honda_Model_37,Sedan,Diesel,Automatic,1993,7,968451
M2438,Honda_Model_38,SUV,Diesel,Manual,1799,5,2173117
M2439,Honda_Model_39,SUV,Diesel,Automatic,1993,5,3117912
M2440,Honda_Model_40,SUV,Diesel,Automatic,1498,5,1677987
M2441,Honda_Model_41,SUV,Petrol,Automatic,1498,5,3746230
M2442,Honda_Model_42,SUV,Hybrid,Automatic,1199,5,3441268
M2443,Honda_Model_43,Hatchback,Hybrid,Manual,1799,5,2488734
M2444,Honda_Model_44,Sedan,Petrol,Automatic,1498,7,1160287
M2445,Honda_Model_45,Hatchback,Petrol,Automatic,1993,5,2943156
M2446,Honda_Model_46,Sedan,Hybrid,Manual,1498,7,2157541
M2447,Honda_Model_47,Hatchback,Diesel,Manual,1498,7,4116599
M2448,Honda_Model_48,SUV,Diesel,Manual,1993,5,2983630
M2449,Honda_Model_49,Sedan,Hybrid,Manual,1199,5,2290196
M2450,Honda_Model_0,Sedan,Diesel,Automatic,1799,7,4334014
M2451,Honda_Model_1,Hatchback,Petrol,Manual,1199,7,4249778
M2452,Honda_Model_2,Hatchback,Diesel,Automatic,1993,7,851397
M2453,Honda_Model_3,Sedan,Diesel,Automatic,1498,5,1214507
M2454,Honda_Model_4,Hatchback,Diesel,Manual,1799,7,3697325
M2455,Honda_Model_5,Hatchback,Hybrid,Manual,1199,5,3313681
M2456,Honda_Model_6,Hatchback,Petrol,Manual,1993,5,1881051
M2457,Honda_Model_7,SUV,Diesel,Manual,1498,7,2067691
M2458,Honda_Model_8,SUV,Hybrid,Manual,1498,5,1473559
M2459,Honda_Model_9,Hatchback,Diesel,Manual,1199,5,2783703
M2460,Honda_Model_10,Hatchback,Petrol,Automatic,1993,7,3244398
M2461,Honda_Model_11,SUV,Diesel,Automatic,1498,7,2345906
M2462,Honda_Model_12,SUV,Petrol,Automatic,1498,5,1843771
M2463,Honda_Model_13,Sedan,Diesel,Automatic,1799,7,1089288
M2464,Honda_Model_14,Sedan,Petrol,Manual,1498,5,1499428
M2465,Honda_Model_15,SUV,Diesel,Manual,1199,7,3818020
M2466,Honda_Model_16,Hatchback,Petrol,Automatic,1993,7,1538917
M2467,Honda_Model_17,Hatchback,Diesel,Automatic,1993,7,747830
M2468,Honda_Model_18,Hatchback,Diesel,Automatic,1799,7,1782946
M2469,Honda_Model_19,Hatchback,Hybrid,Manual,1993,5,1544004
M2470,Honda_Model_20,Sedan,Hybrid,Manual,1199,7,3269376
M2471,Honda_Model_21,SUV,Petrol,Manual,1498,5,1515530
M2472,Honda_Model_22,Hatchback,Diesel,Automatic,1799,5,3514073
M2473,Honda_Model_23,Sedan,Petrol,Automatic,1993,7,2012916
M2474,Honda_Model_24,Hatchback,Hybrid,Manual,1799,7,2415027
M2475,Honda_Model_25,SUV,Petrol,Manual,1799,7,4057376
M2476,Honda_Model_26,Sedan,Petrol,Automatic,1993,7,3517766
M2477,Honda_Model_27,SUV,Hybrid,Automatic,1799,7,4157134
M2478,Honda_Model_28,SUV,Diesel,Manual,1993,5,3828976
M2479,Honda_Model_29,Sedan,Petrol,Automatic,1199,7,2790204
M2480,Honda_Model_30,Sedan,Hybrid,Manual,1993,5,2409959
M2481,Honda_Model_31,Sedan,Diesel,Manual,1498,5,3866271
M2482,Honda_Model_32,Sedan,Hybrid,Automatic,1993,5,4298973
M2483,Honda_Model_33,Sedan,Petrol,Automatic,1498,5,2235705
M2484,Honda_Model_34,Sedan,Diesel,Automatic,1799,7,1659841
M2485,Honda_Model_35,Sedan,Diesel,Manual,1993,7,1920057
M2486,Honda_Model_36,Hatchback,Hybrid,Automatic,1498,5,3391980
M2487,Honda_Model_37,SUV,Hybrid,Automatic,1993,5,1889611
M2488,Honda_Model_38,Sedan,Hybrid,Manual,1993,7,1369156
M2489,Honda_Model_39,Hatchback,Diesel,Manual,1993,5,3362412
M2490,Honda_Model_40,Hatchback,Diesel,Automatic,1199,7,772613
M2491,Honda_Model_41,Hatchback,Petrol,Manual,1498,5,1319672
M2492,Honda_Model_42,SUV,Diesel,Manual,1199,7,4448078
M2493,Honda_Model_43,Sedan,Petrol,Manual,1199,5,2013981
M2494,Honda_Model_44,Hatchback,Hybrid,Automatic,1498,5,2027766
M2495,Honda_Model_45,SUV,Hybrid,Automatic,1993,5,1499829
M2496,Honda_Model_46,SUV,Diesel,Manual,1199,7,2202228
M2497,Honda_Model_47,SUV,Hybrid,Manual,1199,7,1577237
M2498,Honda_Model_48,Hatchback,Hybrid,Manual,1199,7,1719198
M2499,Honda_Model_49,Sedan,Diesel,Automatic,1993,5,987901
M2500,Honda_Model_0,Hatchback,Petrol,Manual,1199,5,1735210
M2501,Honda_Model_1,Hatchback,Diesel,Manual,1799,5,1370659
M2502,Honda_Model_2,Sedan,Petrol,Automatic,1498,5,955456
M2503,Honda_Model_3,Sedan,Diesel,Manual,1799,5,3178155
M2504,Honda_Model_4,Sedan,Diesel,Automatic,1993,5,1470376
M2505,Honda_Model_5,SUV,Hybrid,Automatic,1199,7,2315263
M2506,Honda_Model_6,Sedan,Diesel,Automatic,1498,7,3369770
M2507,Honda_Model_7,Hatchback,Diesel,Manual,1199,7,2712388
M2508,Honda_Model_8,Sedan,Petrol,Manual,1993,5,3980646
M2509,Honda_Model_9,Hatchback,Hybrid,Automatic,1498,7,1929024
M2510,Honda_Model_10,SUV,Petrol,Manual,1799,5,2340920
M2511,Honda_Model_11,Hatchback,Petrol,Automatic,1498,5,3886560
M2512,Honda_Model_12,Hatchback,Hybrid,Manual,1199,7,2948322
M2513,Honda_Model_13,Sedan,Hybrid,Automatic,1498,5,4487111
M2514,Honda_Model_14,Sedan,Hybrid,Automatic,1993,5,1329275
M2515,Honda_Model_15,Hatchback,Diesel,Manual,1993,5,1405322
